INDICATOR_CODE,PCA_EXCL_NAME,PCA_EXCL_SHORT_NAME,PCA_EXCL_DESCRIPTION,TYPE,GENERAL_SPECIFIC,PCA_CATEGORY,PCA_CATEGORY_DESCRIPTION
DEP003,DEPRPCAPU,DEPRPCAPU,Patient for whom depression quality indicator care has been identified as unsuitable for the patient in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DEP003,DEPRVW_DAT,DEPRVW_DAT,Patient had a depression review more than 12 months before end of payment period,Exclusion,n/a,n/a,n/a
DEP003,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DEP003,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM006,ACEDEC,ACEDEC,Patient chose not to receive an ACE inhibitor or ARB in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM006,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM006,DMINVITE,DMINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM006,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM006,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM006,PRT_COD,PRT_COD,No proteinuria or microalbuminuria codes recorded,Exclusion,n/a,n/a,n/a
DM006,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM006,XACE,XACE,Patient has a persisting contraindication to an ACE-I or ARB or has an expiring contraindication to an ACE-I or ARB in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM006,XACEARBDEC,XACEARBDEC,Patient has chosen not to receive an ACE-I or an ARB or has a persisting contraindication to an ACE-I or ARB or has an or expiring contraindication to an ACE-I or ARB recorded in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM012,AMPR_DAT,AMPR1_DAT,Amputation of right and left foot recorded,Exclusion,n/a,n/a,n/a
DM012,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM012,DMINVITE,DMINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM012,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM012,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM012,FEDEC,FEDEC,Patient chose not to receive a foot examination in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM012,FEPU,FEPU,Patient for whom a foot examination was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM012,NPTDEC,NPTDEC,Patient chose not to receive neuropathy testing in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM012,NPTPU,NPTPU,Patient for whom neuropathy testing was unsuitable in the 12 months leading up to and including the payment period end date,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM012,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM014,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM014,DIAG_DAT13,DIAG_DAT13,Patient diagnosed before 01 April 2013,Exclusion,n/a,n/a,n/a
DM014,DM_DAT2,DM_DAT2,Diagnosis of diabetes mellitus recorded 21 or more months before end of payment period,Exclusion,n/a,n/a,n/a
DM014,DM_DAT3,DM_DAT3,Diagnosis of diabetes mellitus in the 9 months before end of payment period AND patient has not been referred for diabetes structured education programme,Exclusion,n/a,n/a,n/a
DM014,DMINVITE,DMINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM014,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM014,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM014,DSEP_DAT,DSEP_DAT,Patient referred for diabetes structured education programme more than 12 months before end of payment period,Exclusion,n/a,n/a,n/a
DM014,DSEPDEC,DSEPDEC,Patient chose not to be referred to a diabetes structured education programme in the 279 days following their diabetes diagnosis.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM014,DSEPPU,DSEPPU,Patient for whom a referral to a diabetes structured education programme was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM014,DSEPSU,DSEPSU,Patent for whom a diabetes structured education programme service was unavailable in the 279 days following their diabetes diagnosis.,PCA,Specific,1,The investigative service or secondary care service is unavailable (where relevant to the indicator).
DM014,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM018,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM018,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM018,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM018,FLUDEC,FLUDEC,Patient either did not receive a flu vaccination or did not consent to a flu vaccination in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM018,FLUEXPCON,FLUEXPCON,Patient's latest expiring flu vaccine contraindication was recorded within the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM018,FLUINVITE,FLUINVITE,"Patient has not responded to at least two flu vaccination invitations, made at least 7 days apart, in the flu season.",PCA,Specific,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM018,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM018,XFLU,XFLU,Persisting Flu vaccine contraindications recorded,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM019,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM019,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM019,DMBPINVITE,DMBPINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date, and had no blood pressure recordings, or latest blood pressure reading is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM019,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM019,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM019,HTMAX,HTMAX,Patient receiving maximal blood pressure therapy in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM019,MDSEVFRAIL,MDSEVFRAIL,Patient's latest frailty diagnosis is moderate or severe.,Exclusion,n/a,n/a,n/a
DM019,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM020,BLDTESTDEC,BLDTESTDEC,Patient chose not to receive a blood test in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM020,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM020,DMIFINVITE,DMIFINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date, and had no IFCC-HbA1c recorded, or latest recorded IFCC-HbA1c  is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM020,DMMAX,DMMAX,Patient on maximum tolerated diabetes treatment in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM020,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM020,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM020,IFCCHBA,IFCCHBA,Patient did not have their IFCC-HbA1c recorded during the current service year but did have serum fructosamine recorded during the service year.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM020,MDSEVFRAIL,MDSEVFRAIL,Patient's latest frailty diagnosis is moderate or severe.,Exclusion,n/a,n/a,n/a
DM020,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM021,BLDTESTDEC,BLDTESTDEC,Patient chose not to receive a blood test in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM021,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM021,DMIFINVITE,DMIFINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date, and had no IFCC-HbA1c recorded, or latest recorded IFCC-HbA1c  is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM021,DMMAX,DMMAX,Patient on maximum tolerated diabetes treatment in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM021,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM021,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM021,IFCCHBA,IFCCHBA,Patient did not have their IFCC-HbA1c recorded during the current service year but did have serum fructosamine recorded during the service year.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM021,MDSEVFRAIL,MDSEVFRAIL,Patient's latest frailty diagnosis is moderate or severe.,Exclusion,n/a,n/a,n/a
DM021,REG_DAT9,REG1_DAT9,Patient registered within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
DM022,CHOLMAX,CHOLMAX,Patient receiving maximum tolerated cholesterol lowering treatment in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM022,CVDHIST,CVDHIST,Patient has pre-existing CVD,Exclusion,n/a,n/a,n/a
DM022,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM022,DMINVITE,DMINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM022,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM022,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM022,DMTYPE2,DMTYPE2,"Patient's latest diagnosis is type 2 diabetes, and their latest CVD risk score is under 10% with no subsequent score of 10% or over recorded in the 3 years leading up to and including the achievement date. ",Exclusion,n/a,n/a,n/a
DM022,MDSEVFRAIL,MDSEVFRAIL,Patient's latest frailty diagnosis is moderate or severe.,Exclusion,n/a,n/a,n/a
DM022,PAT_AGEU39,PAT_AGEU39,Patient age is 39 years or less,Exclusion,n/a,n/a,n/a
DM022,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM022,STATINDEC,STATINDEC,Patient chose not to receive a statin prescription in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM022,TXSTAT,TXSTAT,Patient has an expiring statin contraindication recorded in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM022,XSTAT,XSTAT,Patient has persisting statin contraindication anywhere in the patient record.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM023,CHOLMAX,CHOLMAX,Patient receiving maximum tolerated cholesterol lowering treatment in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM023,CVDNOHIST,CVDNOHIST,Patient does not have pre-existing CVD,Exclusion,n/a,n/a,n/a
DM023,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM023,DMINVITE,DMINVITE,"Patient has not responded to at least two diabetes care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
DM023,DMPCADEC,DMPCADEC,Patient chose not to receive diabetes quality indicator care in the 12 months leading up to and including the payment period end date.,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
DM023,DMPCAPU,DMPCAPU,Patient for whom diabetes quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date.,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
DM023,HSTRK,HSTRK,Patient has had a haemorrhagic stroke up to and including the achievement date.,Exclusion,n/a,n/a,n/a
DM023,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
DM023,STATINDEC,STATINDEC,Patient chose not to receive a statin prescription in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
DM023,TXSTAT,TXSTAT,Patient has an expiring statin contraindication recorded in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
DM023,XSTAT,XSTAT,Patient has persisting statin contraindication anywhere in the patient record.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF003,ACEDEC,ACEDEC,Patient chose not to receive an ACE inhibitor or ARB in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HF003,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF003,HFINVITE,HFINVITE,"Patient has not responded to at least two heart failure care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HF003,HFPCADEC,HFPCADEC,Patient chose not to receive heart failure quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HF003,HFPCAPU,HFPCAPU,Patient for whom heart failure quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HF003,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF003,XACE,XACE,Patient has a persisting contraindication to an ACE-I or ARB or has an expiring contraindication to an ACE-I or ARB in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF003,XACEARBDEC,XACEARBDEC,Patient has chosen not to receive an ACE-I or an ARB or has a persisting contraindication to an ACE-I or ARB or has an or expiring contraindication to an ACE-I or ARB recorded in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF005,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF005,DIAG_DAT20,DIAG_DAT20,Patient diagnosed before 01 April 2020,Exclusion,n/a,n/a,n/a
HF005,DIAG_ECOG,DIAG_ECOG,Patient's most recent heart failure diagnosis was within the 6 months leading up to and including the payment period end date and they did not receive an echocardiogram/specialist assessment between 93 days before the date of diagnosis and the payment period end date.,Exclusion,n/a,n/a,n/a
HF005,ECDECSP1,ECDECSP1,Patient chose not to receive an echocardiogram in the 6 months after heart failure diagnosis or in the 6 months following registration for patients newly diagnosed in 12 months up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HF005,ECPCASUSP1,ECPCASUSP1,Echocardiography service unavailable in the 6 months after heart failure diagnosis or in the 6 months following registration for patients newly diagnosed in 12 months up to and including the payment period end date.,PCA,Specific,1,The investigative service or secondary care service is unavailable (where relevant to the indicator).
HF005,ECPUSP1,ECPUSP1,Patient for whom echocardiography was unsuitable in the 6 months after heart failure diagnosis or in the 6 months following registration for patients newly diagnosed in 12 months up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF005,HFDIAGINVITE,HFDIAGINV,"Patients who have not responded to at least two heart failure care review invitations, made at least 7 days apart, in the period 93 days before and up to 186 days after their earliest unresolved heart failure diagnosis.",PCA,Specific,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HF005,HFPCADEC,HFPCADEC,Patient chose not to receive heart failure quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HF005,HFPCAPU,HFPCAPU,Patient for whom heart failure quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HF005,HFPCASUSP1,HFPCASUSP1,Heart failure service unavailable in the 6 months after heart failure diagnosis or in the 6 months following registration for patients newly diagnosed in 12 months up to and including the payment period end date.,PCA,Specific,1,The investigative service or secondary care service is unavailable (where relevant to the indicator).
HF005,HFREGINVITE,HFREGINV,"Patients who have not responded to at least two heart failure care review invitations, made at least 7 days apart, up to 186 days after their latest registration date.",PCA,Specific,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HF005,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF005,REG_ECOG,REG_ECOG,Patients with an existing unresolved heart failure diagnosis whose most recent registration was within the 6 months leading up to and including the payment period end date and they did not receive an echocardiogram/specialist between 93 days before the date of registration and the payment period end date.,Exclusion,n/a,n/a,n/a
HF006,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF006,HFINVITE,HFINVITE,"Patient has not responded to at least two heart failure care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HF006,HFPCADEC,HFPCADEC,Patient chose not to receive heart failure quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HF006,HFPCAPU,HFPCAPU,Patient for whom heart failure quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HF006,LBBDEC,LBBDEC,Patient chose not to receive beta blockers in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HF006,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF006,TXLBB,TXLBB,Patient has an expiring contraindication to licensed beta-blockers recorded in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF006,ULBB_DAT,ULBB,Unlicensed Beta Blocker prescribed is within 6 months of Heart Failure diagnosis,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF006,XLBB,XLBB,Patient has a persisting contraindication to licensed beta-blockers recorded.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HF007,DIAG_DAT,DIAG1_DAT,Patient diagnosed within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HF007,HFINVITE,HFINVITE,"Patient has not responded to at least two heart failure care review invitations, made at least 7 days apart, in the 12 months leading up to and including the payment period end date",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HF007,HFPCADEC,HFPCADEC,Patient chose not to receive heart failure quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HF007,HFPCAPU,HFPCAPU,Patient for whom heart failure quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HF007,MEDRVWDEC,MEDRVWDEC,Patients who chose not to receive a medication review in the 12 months leading up to and including the payment period end date.,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HF007,REG_DAT3,REG1_DAT3,Patient registered within 3 months of end of payment period,PCA,General,5,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 3 months and has not received the defined clinical measurements e.g. blood pressure measurement.
HYP003,BPDEC,BPDEC,Patient chose not to have their blood pressure recorded in the 12 months leading up to and including the payment period end date,PCA,Specific,3,The patient has chosen not to receive the intervention described in the indicator.
HYP003,DIAG_DAT9M,DIAG1_DT9M,Patient diagnosed within 9 months of end of payment period,PCA,General,6,The patient has registered with the practice or has been newly diagnosed with the condition of interest in the preceding 9 months and has not achieved the defined clinical standards e.g. blood pressure control within target levels.
HYP003,HTMAX,HTMAX,Patient receiving maximal blood pressure therapy in the 12 months leading up to and including the payment period end date.,PCA,Specific,2,Intervention described in the indicator is clinically unsuitable.
HYP003,HYPBPINVITE,HYPBPINV,"Patient has received at least two invitations for hypertension monitoring in the 12 months leading up to and including the payment period end date, and had no blood pressure recordings, or latest blood pressure reading is above target levels.",PCA,General,4,"The patient has not responded to invitations for the intervention described in the indicator (a minimum of two invitations for the intervention in the preceding 12 months, except for the cervical screening indicators.where women should receive a total of three invitations for screening)."
HYP003,HYPPCADEC,HYPPCADEC,Patient chose not to receive hypertension quality indicator care in the 12 months leading up to and including the payment period end date,PCA,General,3,The patient has chosen not to receive the intervention described in the indicator.
HYP003,HYPPCAPU,HYPPCAPU,Patient for whom hypertension quality indicator care was unsuitable in the 12 months leading up to and including the payment period end date,PCA,General,2,Intervention described in the indicator is clinically unsuitable.
HYP003,PAT_AGEO79,PAT_AGEO79,Patient age is over 79 years,Exclusion,n/a,n/a,n/a
